id,title,organization,organization_type,detail_url,apply_url,apply_type,homepage_url,recruit_type,recruit_close_at,salary_info,address,description_image_urls,description_image_local,logo_url,description_text,view_count,discovered_at
319983,[리치몬트코리아] Jaeger- LeCoultre Retail Assistant,리치몬트코리아,외국계기업,https://linkareer.com/activity/319983,yeji.han@richemont.com,이메일,https://www.richemont.com/,NORMAL,2026-05-13T14:59:59+00:00,회사 내규에 따름,서울 중구 소공로6나길 11,,,https://media-cdn.linkareer.com/activity_manager/logos/830341,"[리치몬트코리아] Jaeger- LeCoultre Retail Assistant접수 기간2026-05-01 ~ 2026-05-13
모집부문 및 상세내용Jaeger- LeCoultre Retail Assistant(1명)채용 형태- 인턴 12개월

담당업무[Retail Operations Support]
- Assist in daily communication with boutiques and retail teams
- Order and manage stationery & selling tools (PLV) in office & boutique
- Support on-boarding process for boutique new-joiners
- Assist with purchase order & tax invoice management for 3rd parties

[Client Experience Support]
- Support client experience initiatives and retail activation programs
- Help prepare materials for client events and in-store activations
- Support distribution of client gifts (GWP)
- Support dormant account reactivation tickets in official homepage

[Administrative & Coordination Tasks]
- Maintain retail databases and documentation
- Assist in scheduling meetings and preparing agendas
- Ad-hoc support for various project leaders in retail team (Retail Performance & Omni-Channel, Retail Experience and Retail Operations)
직무관련
Job Pu",0,2026-05-07T04:03:10+00:00
319956,[한국해양진흥공사] 체험형 인턴 채용,한국해양진흥공사,공공기관/공기업,https://linkareer.com/activity/319956,https://kobc1.scout.co.kr/jobinfo/jobinfo_view.asp?ID=2008,접수페이지,https://www.kobc.or.kr/ebz/kor/main.do,NORMAL,2026-05-20T09:00:59+00:00,회사 내규에 따름,부산 해운대구 마린시티2로 38,https://media-cdn.linkareer.com//se2editor/image/830247,images/319956.jpg,https://media-cdn.linkareer.com/activity_manager/logos/830248,"[한국해양진흥공사] 체험형 인턴 채용

[모집분야]
사무행정
서무 및 바리스타

[모집기간]
05월 06일 ~ 05월 20일

[채용공고]",0,2026-05-07T04:03:10+00:00
319928,콘텐트 마케팅 인턴 모집,(주)지에스아이티엠,중견기업,https://linkareer.com/activity/319928,https://gsitm.career.greetinghr.com/o/215313,접수페이지,,NORMAL,2026-05-17T14:59:59+00:00,회사 내규에 따름,서울 종로구 창덕궁1길 13,https://media-cdn.linkareer.com//se2editor/image/830152;https://media-cdn.linkareer.com//se2editor/image/830153,images/319928.jpg,https://media-cdn.linkareer.com/activity_manager/logos/830162,,0,2026-05-07T04:03:10+00:00
319906,"[레브잇] 인턴십 모집 (마케팅, HR, Product)(월 3~400만원)",주식회사 레브잇,스타트업,https://linkareer.com/activity/319906,https://team.alwayz.co/careers,접수페이지,,ASAP,2026-08-04T14:59:59+00:00,"3,000,000원 ~ 4,000,000원/월",서울 관악구 남부순환로 1836,https://media-cdn.linkareer.com//se2editor/image/830094,images/319906.png,https://media-cdn.linkareer.com/activity_manager/logos/830097,﻿,0,2026-05-07T04:03:12+00:00
319903,IT 및 소비재 언론홍보/PR팀 인턴 채용 공고,KPR,중소기업,https://linkareer.com/activity/319903,suminlee@kpr.co.kr,이메일,,NORMAL,2026-05-12T14:59:59+00:00,회사 내규에 따름,서울 중구 퇴계로 173,,,https://media-cdn.linkareer.com/activity_manager/logos/830089,"IT 및 소비재 언론홍보/PR팀 인턴 채용 공고접수 기간 2026-05-06 ~ 2026-05-12
모집부문 및 상세내용모집부문채용구분담당업무우대조건PR/홍보
(1명)인턴(6개월)
담당업무- 홍보 및 이벤트 자료 조사 및 아이디어 제안
- 뉴스 모니터링, 기사 클리핑 및 영문 시놉시스 작성
- 월간 활동 리포트 작성
- 번역, 리서치, 문서작업 등 기타 PR 업무 서포트
- SNS 운영 지원
- MS오피스 활용/작문 능력 우수자
- 소셜미디어(SNS) 운영 경험자 
- 영어 능통자(번역 업무/기본 회화 가능) 
자격요건학력
고등학교 졸업 이상
근무조건급여
회사 내규에 따름
근무지역
서울 중구 퇴계로 173 14층 
전형 절차Step 1
서류전형
Step 2
서류 전형 합격자에 한해 면접 개별 
Step 2
최종합격
지원 기간 및 방법접수기간
2026-05-06 ~ 2026-05-12
접수방법
이메일 지원
유의사항허위 사실이 발견될 경우 채용이 취소될 수 있습니다.",0,2026-05-07T04:03:12+00:00
320202,[딜로이트 안진회계법인] 경영자문부문 CF 인턴,딜로이트 안진회계법인,중견기업,https://linkareer.com/activity/320202,https://join.deloitte.co.kr/WiseRecruit2/User/RecruitView.aspx?ridx=5092,접수페이지,,NORMAL,2026-05-28T14:59:59+00:00,회사 내규에 따름,서울 영등포구 국제금융로 10,https://media-cdn.linkareer.com//se2editor/image/831016,images/320202.png,https://media-cdn.linkareer.com/activity_manager/logos/831017,"[딜로이트 안진회계법인] 경영자문부문 CF 인턴

[모집기간]
05월 07일 ~ 05월 28일

[담당업무]
-CF 그룹 업무 지원(M&A, 전략, 시장 및 산업 분석, 실사, 벨류에이션 등)

[자격요건]
-대학교(학사)재 이상
-신입
-기간 내 Full time으로 사무실 근무 가능한 자
-적극적이며 책임감이 있는 분
-원활한 의사소통 및 협업 업무 가능자
-Global Talent Standards 에 따른 역량을 보유한 자

[채용공고]",0,2026-05-07T06:51:39+00:00
320180,[딥다이브] [베리시] 상품기획 MD 인턴 (6개월 체험형),딥다이브,중소기업,https://linkareer.com/activity/320180,https://deep-dive.career.greetinghr.com/ko/o/215397,접수페이지,,NORMAL,2026-05-31T14:59:59+00:00,회사 내규에 따름,서울 강남구 테헤란로 431,https://media-cdn.linkareer.com//se2editor/image/830949,images/320180.png,https://media-cdn.linkareer.com/activity_manager/logos/830950,"[딥다이브] [베리시] 상품기획 MD 인턴 (6개월 체험형)

[모집기간]
채용 시 마감

[담당업무]
-국내외 언더웨어·패션 시장 동향 리서치, 자료 조사 및 인사이트 정리
-고객 행동 및 니즈 분석을 통해 신제품 또는 신규 카테고리 기획 아이디어 도출
-신상품 기획 및 런칭 과정 전반 지원 (내외부 커뮤니케이션, 일정 및 자료 관리 포함)

[자격요건]
-상품 기획자로 성장하고자 하는 뚜렷한 목표가 있는 분
-시장 및 트렌드 변화에 민감하게 반응하는 분
-원활한 커뮤니케이션 스킬을 바탕으로 협업에 능숙한 분
-적극적인 태도로 업무를 주도적으로 실행할 수 있는 분
-제품에 대해 끊임없이 질문하고 깊이 탐구하는 습관이 있는 분
-정보를 구조화하고 시각화하는 데 강점이 있는 분

[우대사항]
-관련 전공인 분 (경영학/의류학/패션학/제품 디자인 등)
-언더웨어/패션 브랜드에서 실무 경험을 보유한 분
-고객과 브랜드 관점을 모두 고려하여 사고하는 분
-Excel, Notion, Slack, Figma 활용 경험이 있는 분

[채용공고]",0,2026-05-07T06:51:39+00:00
320172,[데카트론코리아] E-Commerce Operation Intern,데카트론코리아,외국계기업,https://linkareer.com/activity/320172,https://decathlon.ninehire.site/job_posting/MSUIc4yx?lang=en,접수페이지,,ASAP,2026-08-05T14:59:59+00:00,회사 내규에 따름,서울 서초구 서초동 1321,https://image.ninehire.com/job-posting/4a330d91-e1fd-11ef-bf50-c13dc3076bac/55ae1080-57ea-11f0-80aa-27d19164d2cc.jpg,images/320172.jpg,https://media-cdn.linkareer.com/activity_manager/logos/830914,"[데카트론코리아] E-Commerce Operation Intern

[모집기간]
채용 시 마감

[담당업무]

자사몰 운영 지원
-  상품 등록 및 수정 관리
-  가격/재고 연동 현황 모니터링 및 이슈 대응 보조
-  상품 상세페이지 수정 요청 및 콘텐츠 운영 관리
-  일간 출고 현황 모니터링 및 출고 관리

프로모션 및 행사 운영 보조
-  기획전/프로모션 세팅 지원
-  배너/썸네일 등 광고 및 행사 이미지 제작 지원

데이터 리포팅: 일간/주간 판매 데이터 추출 및 기본 KPI 리포트 작성 보조
커뮤니케이션: 사내 유관 부서 및 외부 에이전시와의 실무 협업 지원

[자격요건]
-데이터 활용 능력: 엑셀(Excel) 또는 구글 시트를 활용한 데이터 정리 능력을 갖추신 분
-컨텐츠 제작 능력: 포토샵 및 이미지 제작 및 에이전시와의 실무 협업 경험이 있으신 분
-커뮤니케이션 능력: 유관 부서와 원활하고 밝게 소통하며 협업할 수 있는 분
-이커머스 관심도: 평소 패션/스포츠 브랜드 및 온라인 쇼핑 트렌드에 관심이 많은 분

[우대사항]
-스포츠/패션 브랜드 또는 이커머스 관련 인턴/대외활동 경험자
-비즈니스 영어 커뮤니케이션(메일링 등)이 가능하신 분
-포토샵/피그마 등 디자인 툴을 활용해 간단한 수정 작업이 가능하신 분

[채용공고]
Decathlon Korea - E-commerce Operation InternAbout Decathlon Korea세상을 움직이는 스포츠의 힘, 데카트론코리아(DECATHLON KOREA)데카트론 코리아는 전 세계 사람들에게 스포츠의 즐거움을 전파하는 프랑스 기반의 글로벌 스포츠 기업 '데카트론 그룹(DECATHLON Group)'의 한국 법인입니다. 스포츠를 통해 사람들을 하나로 연결하고, 누구나 건강한 삶(Well-being)을 누릴 수 있도록 돕는 것이 우리의 공동 목표이며,  국내 스포츠 유저들에게 스포츠의 가치를 보다 널리 전파하기 위해 오늘도 모두가 한마음으로 노력하고 있습니다.

2018년 인천 송도 1호점",0,2026-05-07T06:51:37+00:00
319802,[NHR] 2026년 2분기 신입·경력·인턴 채용,(주)엔에이치알,중견기업,https://linkareer.com/activity/319802,https://careers.nhr.kr/?utm_source=linkareer&utm_medium=cpc&utm_campaign=cpc,접수페이지,https://bit.ly/3JZz1Rr,NORMAL,2026-05-18T06:00:59+00:00,회사 내규에 따름,서울 강서구 까치산로 23,https://media-cdn.linkareer.com//se2editor/image/829754,images/319802.png,https://media-cdn.linkareer.com/activity_manager/logos/829780,,0,2026-05-07T06:52:31+00:00
320282,[버킷플레이스] 오프라인 운영 매니저 (인턴),버킷플레이스,중소기업,https://linkareer.com/activity/320282,https://bucketplace.career.greetinghr.com/ko/o/215551,접수페이지,,ASAP,2026-08-05T14:59:59+00:00,회사 내규에 따름,서울 서초구 서초대로74길 4,https://media-cdn.linkareer.com//se2editor/image/831270,images/320282.png,https://media-cdn.linkareer.com/activity_manager/logos/831271,"[버킷플레이스] 오프라인 운영 매니저 (인턴)

[모집기간]
채용 시 마감

[담당업무]
-매입, 물류, 정산 데이터의 입력·검수·정리를 통해 운영 매니저의 의사 결정을 지원
-매장 운영 지표(방문자 수, 매출, 재고 등)를 수집하고 기초 리포트 작성 담당
-디지털 사이니지 및 POP 콘텐츠의 송출 일정 관리와 단순 업로드 업무 보조
-사내 시스템(재무, 구매, WMS 등) 사용법을 학습하고 반복 작업을 표준 매뉴얼로 정리

[자격요건]
-다양한 팀과 협업하며 요구 사항을 구조적으로 이해하고 설계할 수 있는 분
-데이터 기반으로 문제를 정의하고 결과를 논리적으로 설명할 수 있는 분
-새로운 기술(자동화 툴, AI 등)에 대한 이해를 바탕으로 반복 업무를 능동적으로 개선하고자 하는 의지가 있는 분

[우대사항]
-커머스 또는 리테일 환경의 물류, 구매, 회계 부서 근무 경험이 있는 분
-세금계산서 처리 및 회계팀과의 정기 협업 경험이 있는 분
-회계·세무 관련 전공자 또는 관련 자격증 보유한 분

[채용공고]",0,2026-05-07T09:44:53+00:00
320194,[51퍼센트] 마케팅(AE)_캠페인2팀_인턴(체험형),(주)대학내일,중견기업,https://linkareer.com/activity/320194,https://univ.careerlink.kr/jobs/RC20260507028691,접수페이지,https://corp.univ.me/,NORMAL,2026-05-18T06:00:59+00:00,회사 내규에 따름,서울 마포구 독막로 331,https://img.inhr.co.kr/static/COMPANY/CO202311270216/RECRUIT/RC20240530004890/CONTENT_IMAGE/240531182058331ZBI.png,images/320194.png,https://media-cdn.linkareer.com/activity_manager/logos/830981,"지원 전에 확인해주세요!
채용직무 : 마케팅(AE)채용분류 : 인턴근무형태 : 인턴(체험형)채용일정서류전형 : ~5/18(월) 15:00 (*합불 여부와 관계 없이 지원해주신 모든 분들께 메일 및 마이페이지를 통해 결과를 안내 드립니다.)면접전형 : 5/26(화)~5/29(금) 중 근무기간 : 6/1~12/31지원자격 : 근무기간(6월 1일부터 12월 31일까지) 풀타임 출근이 가능한 분대학 재학생(수료,유예 포함) 및 기졸업자 모두 지원가능 (학력무관)근무지 : 서울 마포구 독막로331 마스터즈타워 (공덕역)유의사항채용일정은 추후 변경될 수 있습니다.전 직무 포트폴리오 필수 제출입니다.장애인, 국가보훈대상자는 관계 법령에 의거하여 우대하며, 증빙서류는 포트폴리오 란에 함께 첨부해주시기 바랍니다.

이런 회사입니다!
51percent는 대학내일ES 소속의 통합 마케팅 에이전시로, 브랜드가 필요로 하는 마케팅 솔루션을 기획부터 실행까지 직접 만들어냅니다.
고객사 브랜드를 덕질하듯 일하며, 캠페인을 소화하는 데 그치지 않고 진심으로 이해하는 비즈니스 파트너가 되는 것을 목표로 합니다.
자유롭고 주체적인 분위기 속에서, 브랜드에 진심인 구성원들이 함께하고 있습니다. 
*근무지와 근무여건 및 경영철학은 대학내일ES와 동일합니다.

👉51percent 기업홈페이지 바로가기
📺대학내일ES 쇼릴 보러가기

이런 업무를 합니다!
✅주요 프로젝트
OO 페이먼츠 서비스 브랜딩 및 퍼포먼스 캠페인OO 통신사 디지털 세일즈 프로모션OO 자동차 연간 세일즈 프로모션 
✅캠페인/프로모션 기획 및 실행
프로모션 기획 및 운영 보조, CS 응대고객사 브랜드 및 소비자 분석, 관련 업종 트렌드 서치클라이언트 / 파트너사 / 내부 협력팀 커뮤니케이션 등 AE 업무
👉마케팅(AE) 직무 인터뷰 보러가기
🗣️대학내일ES 일과 문화 보러가기

이런 동료를 찾습니다!
현재의 역량 및 경험보다 향후 발전 가능성에 초점을 두고 있습니다.
타인과 본인 자신에게 솔직하고, 다양한 대상과 상황에 맞게 소통할",0,2026-05-07T09:44:51+00:00
320113,[베리시] 상품기획 MD 인턴 (6개월 체험형),딥다이브,스타트업,https://linkareer.com/activity/320113,https://deep-dive.career.greetinghr.com/ko/o/215397,접수페이지,,NORMAL,2026-05-31T14:59:59+00:00,회사 내규에 따름,서울 강남구 테헤란로 431,https://deepdive22.cafe24.com/career/product/상품기획 MD 인턴.png,images/320113.png,https://media-cdn.linkareer.com/activity_manager/logos/830722,,0,2026-05-07T09:44:53+00:00
320099,BKR TH사업부 브랜드매니지먼트팀 인턴사원(계약직)채용,주식회사 비케이알,대기업,https://linkareer.com/activity/320099,https://bkr.recruiter.co.kr/career/jobs/112641,접수페이지,,NORMAL,2026-05-21T13:00:59+00:00,회사 내규에 따름,서울 종로구 삼봉로 71,https://media-cdn.linkareer.com//se2editor/image/830677,images/320099.jpg,https://media-cdn.linkareer.com/activity_manager/logos/830682,,0,2026-05-07T09:44:53+00:00
320093,[데카트론코리아] E-commerce Operation Intern 채용,데카트론코리아,외국계기업,https://linkareer.com/activity/320093,https://decathlon.ninehire.site/job_posting/MSUIc4yx?lang=en,접수페이지,https://www.decathlon.co.kr/,ASAP,2026-08-05T14:59:59+00:00,회사 내규에 따름,서울 서초구 서초동 1321,https://image.ninehire.com/job-posting/4a330d91-e1fd-11ef-bf50-c13dc3076bac/55ae1080-57ea-11f0-80aa-27d19164d2cc.jpg,images/320093.jpg,https://media-cdn.linkareer.com/activity_manager/logos/830666,"About Decathlon Korea세상을 움직이는 스포츠의 힘, 데카트론코리아(DECATHLON KOREA)데카트론 코리아는 전 세계 사람들에게 스포츠의 즐거움을 전파하는 프랑스 기반의 글로벌 스포츠 기업 '데카트론 그룹(DECATHLON Group)'의 한국 법인입니다. 스포츠를 통해 사람들을 하나로 연결하고, 누구나 건강한 삶(Well-being)을 누릴 수 있도록 돕는 것이 우리의 공동 목표이며,  국내 스포츠 유저들에게 스포츠의 가치를 보다 널리 전파하기 위해 오늘도 모두가 한마음으로 노력하고 있습니다.

2018년 인천 송도 1호점을 시작으로 성장을 거듭해 온 데카트론은 현재 전국 17개의 오프라인 매장을 운영하며 국내 스포츠 시장의 새로운 기준을 제시하고 있습니다. 2026년에도 그 기세를 이어 3월 구의점, 4월 용산점을 잇따라 오픈하며 더 많은 고객과 가까이 만나기 위해 끊임없이 확장하고 있습니다.

데카트론 코리아는 매년 놀라운 성장세를 기록하며 국내 스포츠 시장에서의 입지를 공고히 하고 있습니다. 2025년 기준 연간 매출액 약 463억 원을 달성하였으며, 특히 디지털 채널의 강력한 성장에 힘입어 온라인 매출은 약 185억 원을 기록했습니다. 이는 전체 매출의 약 40%에 달하는 수치로, 오프라인의 견고함과 온라인의 유연함을 모두 갖춘 진정한 옴니 채널(Omni-channel) 기업으로 도약하고 있음을 증명합니다.

혁신적인 비즈니스 모델과 함께 대한민국 스포츠의 새로운 미래를 만들어갈 여러분의 지원을 기다립니다.

Role Overview이커머스 운영 지원 인턴은 E-Commerce Specialist를 서포트하며 데카트론코리아 온라인 마켓(자사몰)의 원활한 운영을 돕습니다.상품 등록 및 수정, 프로모션 세팅, 재고/가격 관리, 출고 관리, 판매 데이터 분석까지 데카트론코리아 자사몰 운영의 A to Z를 실무에서 경험하며, 자사몰의 매출 증진을 위한 전략 실행과 데이터 기반 운영 프로세스 개선을 함께 만들어가는 역할을 수행합니다.

Ke",0,2026-05-07T09:44:51+00:00
311632,[LX세미콘] HRM 체험형 인턴 모집,(주)엘엑스세미콘,대기업,https://linkareer.com/activity/311632,recruiter@lxsemicon.com,이메일,https://www.lxsemicon.com,NORMAL,2026-05-13T23:00:59+00:00,"2,200,000원 ~ 2,200,000원/월",서울 강남구 남부순환로355길 12,,,https://media-cdn.linkareer.com/activity_manager/logos/801770,"[LX세미콘] HRM 체험형 인턴 모집접수 기간2026-05-07 ~ 2026-05-14 (오전 8시까지)
모집부문 및 상세내용HR(0명)채용 형태- 인턴 8개월 (2026.06 ~ 2027.02)

※ 본 공고는 채용과 연계되지 않는 체험형 인턴 공고입니다.
담당업무HRM 업무 지원
우대조건- OA 활용 능력 우수자(엑셀, PPT 등)
- 취업지원 대상자(국가보훈) 및 장애인 우대
자격요건학력
4년제 학사 재학생(전공 무관)으로, 근무기간 중 Full-time 근무 가능자 (기졸업자 지원 불가)

근무조건급여
월급 220만원
근무시간
주 5일(월~금) 08:30 ~ 17:30
근무지역
서울 강남구 남부순환로355길 12 LX세미콘 양재2캠퍼스 
전형 절차Step1
서류전형
Step2
면접 전형
Step2
최종합격
지원 기간 및 방법접수기간
2026-05-07 ~ 2026-05-14 (오전 8시까지)
접수방법
이메일 지원 (recruiter@lxsemicon.com으로 자유형식 이력서 송부)

- 이력서 내 다음항목 필수 기재 : 성명, 이메일 주소, 휴대폰, 학교명, 학과명, 전공명, 학점, 지원동기, 인턴십 종료 희망일자 / 필수 항목 외 자유롭게 추가 가능
복리후생반차, 연차, 창립일휴무, 수평적 호칭사용, 인재육성 중시, 자유복장, 패밀리데이, 점심식사 제공, 구내식당 운영, 저녁식사 제공, 아침식사 제공문의이메일
recruiter@lxsemicon.com
유의사항허위 사실이 발견될 경우 채용이 취소될 수 있습니다.",0,2026-05-07T09:45:49+00:00
320383,[팀모먼트(비나우 자회사)] BM 상품기획 (체험형 인턴),위마케팅,중소기업,https://linkareer.com/activity/320383,https://wemarketinghr.career.greetinghr.com/ko/o/212408,접수페이지,https://wemarketinghr.career.greetinghr.com/ko/intro,NORMAL,2026-05-28T14:59:59+00:00,회사 내규에 따름,서울 강남구 강남대로 382,https://opening-attachments.greetinghr.com/2026-03-26/1d211629-547e-4e29-83cf-59f824fdcd70/tage+%EC%86%8C%EA%B0%9C.jpg,images/320383.img,https://media-cdn.linkareer.com/activity_manager/logos/831580,"비나우 자회사 ​'팀모먼트'를 ​소개합니다.팀모먼트(TEAM ​MOMENT)는 글로벌 ​No.1 뷰티 기업 비나우의 ​자회사로,
주도적인 ​조직 문화를 ​바탕으로 지속적이고 견고한 ​성장을 추구하는 ​뷰티 ​기업입니다.
고객의 모든 ​순간에 ​함께하는 ​브랜드를 통해
일상 속에 ​자연스럽게 ​스며드는 경험을 만들어가고자 ​합니다.

팀모먼트의 ​선케어 ​브랜드 'Tage'Tage는 피부에 ​꼭 필요한 ​기준만을 ​남긴 Skin-First ​선케어 브랜드입니다.
한국의 ​피부 ​환경과 매일 반복되는 ​햇빛 노출에 ​주목하여,
일상에서 확실하게 작동하는 자외선 보호에 집중합니다.
이러한 기준은 기획부터 개발, 생산까지 전 과정을 한국에서 완성하는 브랜드 철학으로 이어집니다.
Tage는 매일의 피부가 안심하고 선택할 수 있는, 선케어의 새로운 기준을 제안합니다.
• Tage 공식몰

성장하는 브랜드의 모든 것을 가장 가까이에서 경험하며, 
우리만의 성공 방정식을 함께 만들어 나갈 팀모먼트의 초기 멤버를 기다립니다.
담당하시게 될 업무를 소개합니다.• 신규 코스메틱 제품 기획 프로세스 지원
• 협력사 커뮤니케이션 및 개발 일정/프로세스 관리
• 시장조사 기반 카테고리 분석 및 인사이트 도출
• 제품 테스트 및 사용성 평가, 소비자 피드백 수집 및 정리

이런 분을 찾고 있습니다.• 4년제 대학 학사 학위 이상 (기졸업자 및 졸업 예정자)
• 논리적 사고를 바탕으로 유관 부서 및 외부 파트너와 원활한 협업이 가능하신 분
• 아이디어를 구체적인 기획안으로 도출하고, 이를 끝까지 완수하는 강한 추진력을 보유하신 분
• 시장 트렌드와 소비자 니즈를 선제적으로 발굴하는 데이터 기반의 분석 사고를 보유하신 분

이런 분이면 더욱 좋습니다.• 코스메틱 관련 인턴십, 서포터즈, 대외활동 등 뷰티 산업에 대한 실무적 이해도가 높으신 분
• 용기, 단상자 등 부자재 및 화장품 전성분에 대한 기본적인 이해와 관심이 있으신 분
• SNS(Instagram, TikTok) 및 뷰티 커뮤니티",0,2026-05-08T03:52:19+00:00
320362,[아토머스] 경영지원팀 HR,아토머스,중소기업,https://linkareer.com/activity/320362,https://atommerce.ninehire.site/job_posting/QMZyMh8T,접수페이지,,ALWAYS,2026-08-06T14:59:59+00:00,회사 내규에 따름,서울 강남구 영동대로96길 20,,,https://media-cdn.linkareer.com/activity_manager/logos/831541,"[아토머스] 경영지원팀 HR

[모집기간]
상시채용

[담당업무]
1) 채용 운영
-채용 프로세스 Full-Cycle 운영
-채용 채널 관리 및 모집 효율성 개선
-지원자 커뮤니케이션 및 후보자 경험 관리
-채용 데이터 관리 및 채용 결과 리포트 정리

2) 인사 운영 및 제도 관리
-연차·근태 운영 지원
-법정의무교육 및 직장 건강검진 운영
-인사 관련 문서 작성 및 관리
-인사 규정 및 제도 운영 지원

3) 급여 행정 지원
-월 급여 정산을 위한 기초 데이터 취합 및 검토
-급여 관련 증명서 발급 및 행정 업무 지원
-연말정산 자료 수합 및 기본 검토 지원

4) 기타 인사 업무
-일자리 지원금 등 고용 관련 행정 업무 지원
-외부 기관 대응을 위한 자료 준비
-감사 및 내부 점검 대응을 위한 자료 정리
-복리후생 제도 운영

[자격요건]
-인사 관련 업무 경험이 있으신 분 
-Excel 중급 이상 활용 능력 및 HR 데이터 검증 역량
-인사 관련 법규에 대한 이해와 경험이 있는 분
-커뮤니케이션 및 협업 능력이 우수한 분

[우대사항]
-스타트업 경험이 있는 분

[채용공고]
HR 매니저
마음이 다치면, 세상도 닫힙니다.아토머스는 AI를 통해 정신건강 서비스의 문턱을 낮추고, 누구나 필요한 순간에 도움을 받을 수 있는 세상을 만들고 있습니다.아토머스는 상담, 검사, 운영 전 과정에서 축적된 데이터와 임상 전문성을 바탕으로, AI를 접목해 서비스를 지속적으로 고도화하고 있습니다. 이를 통해 네이버, 삼성생명, 롯데, GC녹십자, 교보생명 등 국내 주요 기업으로부터 누적 370억 원 투자를 유치(시리즈 B)하며 가파른 성장과 차별화된 경쟁력을 증명했습니다.국내 1위 멘탈헬스케어 플랫폼 ‘마인드카페’는 400만 명의 선택을 받아 개인에게 더 쉽고 합리적인 비용으로 심리상담과 심리검사를 제공하고 있으며, EAP(근로자지원프로그램)를 통해 삼성전자, SK하이닉스, 네이버, 포스코, 하이브, 토스, 우아한형제들, 무신사 등 누적 700여개 기업 임직원의 마음 건강",0,2026-05-08T03:52:17+00:00
320325,[국립산림과학원] 2026년 산림청 국립산림과학원 청년인턴 채용 3차 공고,국립산림과학원,공공기관/공기업,https://linkareer.com/activity/320325,https://www.2030db.go.kr/user/youthIntern/selectYouthInternList.do#down,접수페이지,https://nifos.forest.go.kr/kfsweb/kfs/subIdx/Index.do?mn=UKFR,NORMAL,2026-05-13T09:00:59+00:00,회사 내규에 따름,서울 동대문구 회기로 57,https://media-cdn.linkareer.com//se2editor/image/831379;https://media-cdn.linkareer.com//se2editor/image/831377;https://media-cdn.linkareer.com//se2editor/image/831378,images/320325.jpg,https://media-cdn.linkareer.com/activity_manager/logos/831380,"[국립산림과학원] 2026년 산림청 국립산림과학원 청년인턴 채용 3차 공고

[담당업무]
○ 목재/제지분야 및 국제표준 관련 자료 수집 및 정리 
○ 목재제품 분야 표준 관련 통계 DB 구축 및 분석 
○ 기타 고용인이 지정하는 업무

[접수기간]
05월 11일 ~ 05월 13일

[채용공고]",0,2026-05-08T03:52:19+00:00
320319,[월트디즈니컴퍼니코리아] Consumer Product Design & Development (인턴),월트디즈니컴퍼니코리아,외국계기업,https://linkareer.com/activity/320319,Disneycareer-KR@disney.com,이메일,https://www.disney.co.kr/,NORMAL,2026-05-18T03:00:59+00:00,회사 내규에 따름,서울 강남구 테헤란로 152,,,https://media-cdn.linkareer.com/activity_manager/logos/831364,"[월트디즈니컴퍼니코리아] Consumer Product Design & Development (인턴)접수 기간 2026-05-07 ~ 2026-05-18
모집부문 및 상세내용모집 부문상세내용Consumer Product Design & Development
 (1명)담당업무Consumer Product Development 팀은 디즈니가 보유한 디즈니, 픽사, 마블, 스타워즈, 20세기 스튜디오, 내셔널 지오그래픽 등 다양한 프랜차이즈 IP를 기반으로, 소비재 상품과 컬렉션을 기획하고 개발하는 팀입니다. 패션, 뷰티, 완구, 리빙 등 다양한 카테고리의 라이선시 파트너사들과 협력하여, 상품 기획부터 디자인 개발, 품질 관리, 최종 승인까지 전 과정을 총괄합니다.

• 한국 소비재 킥오프 미팅 지원
• 스프링 프랜차이즈 프레젠테이션 행사 지원
• 신규 제품 개발을 위한 트렌드 리서치
• 디자인 및 제품 개발 관련 실무 보조
채용형태- 인턴
[필수요건]
5학기 이상 수료자 (졸업생 지원 불가)
• 포토샵 / 일러스트레이터 / 3D 프로그램 운영가능자
• (Optional) 상품 디자인 / 캐릭터 드로잉 경험
• 캐릭터 제품 디자인, 소비자 트렌드, 브랜드 개발에 대한 관심
• 꼼꼼하고 원활한 커뮤니케이션 및 협업 능력 보유

[공통 자격요건]
- 우수한 영어 활용 능력 및 커뮤니케이션 능력
- 창의적이고 문제 해결 지향적인 사고 방식
- Microsoft Office Applications 활용 능력 우수자
자격요건학력
학력무관
근무조건급여
회사 내규에 따름
근무지역
서울 강남구 테헤란로 152 강남파이낸스센터 7층 
전형 절차Step 1
서류전형
Step 2
면접 전형
Step 2
최종합격
지원 기간 및 방법접수기간
2026-05-07 ~ 2026-05-18
접수방법
이메일 지원
문의이메일
Disneycareer-KR@disney.com
유의사항허위 사실이 발견될 경우 채용이 취소될 수 있습니다.지원방법1. 자유 양식의 영문 이력서 및 자기소개서2. 포트폴리오 첨",0,2026-05-08T03:52:17+00:00
